"x"
1480,94
1030,01
1419,57
1743,34
806,98
575,01
1200,16
1999,13
259,69
433,64
852,17
510,94
1498,75
863,62
469,44
994,04
1169,58
398,04
514,7
1316,77
789,53
1475,88
829,83
847,84
728,21
720,47
855,68
1139,55
895,27
2564,43
661,39
1459,41
1010,61
639,7
2119,1
638,3
1177,26
806,99
722,96
701,53
1191,02
1686,2
1802,5
724,59
1023,83
795,24
882,3
909,04
820,87
1582,77
760,95
1360,06
588,67
1336,73
880,73
1337,23
663,64
860,61
793,33
876,98
550,52
1206,71
671,85
608,45
947
1218,04
1128,76
775,81
548,79
812,06
1035,05
463,09
2335,97
675,18
1058,46
1345,53
712,84
1056,42
370,85
688,84
1114,75
892,34
745,06
827,67
1554,85
1073,39
1591,23
485,33
940,34
655,22
346,75
2731,57
709,03
1239,29
1575,61
794,92
1124,06
1233,45
1673,71
987,01
1009,36
963,72
922,56
906,59
1306,62
384,37
685,17
1241,56
1048,8
1234,21
385,53
1260,1
430,67
346,8
868,03
794,89
443,07
1052,8
860,46
1371,25
483,9
1225,18
803,07
1057,14
1180,6
806,65
983,81
1993,47
1094,4
963,91
647,6
450,77
810,18
743,19
456,12
1974,38
960,19
695,53
915,99
1598,3
842,21
423,36
1311,97
1224,32
513,3
1086,76
767,53
912,45
443,47
1297,55
1450,24
1541,45
613,83
375,13
1267,9
1465,44
1144,85
418,79
787,4
1031,13
1044,96
1609,48
515,75
1386,88
1870,77
770,89
707
613,01
1443,04
545,12
830,73
1071,06
979,72
956,2
719,29
937,56
95,26
750,65
440,61
1493,63
649,06
647,57
489,83
1150,04
859,47
857,59
1024,83
1318,97
484,54
1143,74
569,13
1227,97
928,47
924,01
661,09
1104,06
1375,28
719,23
1314,94
489,37
901,07
2217,76
721,17
2587,67
1197,28
469,89
1421,22
812,07
1627,99
1350,01
652,5
2226,54
1262,12
1405,76
1382,17
1015,95
1219,51
1686,32
691,3
671,2
1382,44
1205,41
1185,02
965,14
1054,67
665,68
1104,62
1516,99
1063,94
642,93
1087,54
660,23
1351,43
704,7
1400,31
605,72
868,17
704,34
1130,51
852,93
1076,11
972,34
1037,77
1849,71
1320,38
587,31
1440,58
508,97
1238,4
1721,7
1364,8
1346,49
910,22
386,42
660,45
609,58
990,36
1952,41
1062,63
775,83
883,53
1297,73
783,6
929,21
309,83
889,84
651,32
1787,44
2576,05
574
419,45
1085,91
990,25
902,8
1003,98
1071,63
1568,94
1132,13
1003,67
902,91
461,14
1113,41
767,6
486,62
1288,14
919,06
1463,14
1328,42
620,78
1702,06
1870
606,31
260,33
867,1
718,27
659,34
933,59
1392,86
676,95
2371,37
2136,8
458,82
769,57
268,43
983,02
331,33
2041,05
669,34
899,64
779,47
576,74
1246,16
1099,75
1311,55
628,68
989,85
773,9
697,94
934,82
1077,05
388,68
1240,33
2281,16
1426,78
1152,18
978,09
1981,08
1102,17
705,99
1341,88
1447,69
546,52
917,37
1226,43
1258,5
787,62
1206,5
403,32
1342,52
679,94
156,34
1226,52
1170,35
885,61
808,8
885,22
826,13
690,07
846,09
851,62
717,85
1276,71
935,69
1455,13
727,53
937,58
704,21
1208,37
784,38
1190,77
356,84
1282,01
1850,69
732,46
1151,91
1624,56
857,53
1001,64
1172,72
1214,53
1822,27
735,25
915,75
452,89
2135,72
1369,24
401,42
1091,8
500,01
685,76
639,23
880,81
1502,25
